subject category,predicate,object category,begin_fid,end_fid,video_id
cattle,stand_left,cattle,60,90,ILSVRC2015_train_00008005
cattle,stand_right,cattle,60,90,ILSVRC2015_train_00008005
cattle,stand_behind,cattle,60,90,ILSVRC2015_train_00008005
cattle,stand_front,cattle,60,90,ILSVRC2015_train_00008005
cattle,stand_left,cattle,60,90,ILSVRC2015_train_00008005
cattle,stand_front,cattle,60,90,ILSVRC2015_train_00008005
cattle,stand_left,cattle,60,90,ILSVRC2015_train_00008005
cattle,taller,cattle,60,90,ILSVRC2015_train_00008005
cattle,larger,cattle,60,90,ILSVRC2015_train_00008005
cattle,stand_right,cattle,60,90,ILSVRC2015_train_00008005
cattle,stand_behind,cattle,60,90,ILSVRC2015_train_00008005
bicycle,move_behind,bicycle,0,30,ILSVRC2015_train_00010006
bicycle,move_front,bicycle,0,30,ILSVRC2015_train_00010006
bicycle,move_behind,person,0,30,ILSVRC2015_train_00010006
person,front,bicycle,0,30,ILSVRC2015_train_00010006
bicycle,move_beneath,person,0,30,ILSVRC2015_train_00010006
person,stand_above,bicycle,0,30,ILSVRC2015_train_00010006
person,ride,bicycle,0,30,ILSVRC2015_train_00010006
bicycle,move_beneath,person,0,30,ILSVRC2015_train_00010006
person,stand_above,bicycle,0,30,ILSVRC2015_train_00010006
person,ride,bicycle,0,30,ILSVRC2015_train_00010006
bicycle,move_front,person,0,30,ILSVRC2015_train_00010006
person,behind,bicycle,0,30,ILSVRC2015_train_00010006
person,front,person,0,30,ILSVRC2015_train_00010006
person,behind,person,0,30,ILSVRC2015_train_00010006
person,follow,person,0,30,ILSVRC2015_train_00010006
bicycle,move_beneath,person,30,60,ILSVRC2015_train_00010006
person,stand_above,bicycle,30,60,ILSVRC2015_train_00010006
person,ride,bicycle,30,60,ILSVRC2015_train_00010006
bicycle,move_beneath,person,60,90,ILSVRC2015_train_00010006
person,stand_above,bicycle,60,90,ILSVRC2015_train_00010006
person,ride,bicycle,60,90,ILSVRC2015_train_00010006
bicycle,move_front,bicycle,75,105,ILSVRC2015_train_00010006
bicycle,move_behind,bicycle,75,105,ILSVRC2015_train_00010006
bicycle,move_beneath,person,75,105,ILSVRC2015_train_00010006
person,stand_above,bicycle,75,105,ILSVRC2015_train_00010006
person,ride,bicycle,75,105,ILSVRC2015_train_00010006
bicycle,move_front,person,75,105,ILSVRC2015_train_00010006
person,behind,bicycle,75,105,ILSVRC2015_train_00010006
bicycle,move_front,person,75,105,ILSVRC2015_train_00010006
bicycle,move_toward,person,75,105,ILSVRC2015_train_00010006
person,stand_behind,bicycle,75,105,ILSVRC2015_train_00010006
bicycle,move_behind,person,75,105,ILSVRC2015_train_00010006
person,front,bicycle,75,105,ILSVRC2015_train_00010006
bicycle,move_beneath,person,75,105,ILSVRC2015_train_00010006
person,sit_above,bicycle,75,105,ILSVRC2015_train_00010006
person,ride,bicycle,75,105,ILSVRC2015_train_00010006
bicycle,move_front,person,75,105,ILSVRC2015_train_00010006
bicycle,move_toward,person,75,105,ILSVRC2015_train_00010006
person,stand_behind,bicycle,75,105,ILSVRC2015_train_00010006
person,front,person,75,105,ILSVRC2015_train_00010006
person,follow,person,75,105,ILSVRC2015_train_00010006
person,behind,person,75,105,ILSVRC2015_train_00010006
person,front,person,75,105,ILSVRC2015_train_00010006
person,toward,person,75,105,ILSVRC2015_train_00010006
person,stand_behind,person,75,105,ILSVRC2015_train_00010006
person,front,person,75,105,ILSVRC2015_train_00010006
person,toward,person,75,105,ILSVRC2015_train_00010006
person,stand_behind,person,75,105,ILSVRC2015_train_00010006
bicycle,move_beneath,person,0,30,ILSVRC2015_train_00010008
person,sit_above,bicycle,0,30,ILSVRC2015_train_00010008
person,ride,bicycle,0,30,ILSVRC2015_train_00010008
bicycle,move_beneath,person,45,75,ILSVRC2015_train_00010008
person,sit_above,bicycle,45,75,ILSVRC2015_train_00010008
person,ride,bicycle,45,75,ILSVRC2015_train_00010008
bicycle,move_beneath,person,90,120,ILSVRC2015_train_00010008
person,sit_above,bicycle,90,120,ILSVRC2015_train_00010008
person,ride,bicycle,90,120,ILSVRC2015_train_00010008
bicycle,move_beneath,person,0,30,ILSVRC2015_train_00010009
person,sit_above,bicycle,0,30,ILSVRC2015_train_00010009
person,ride,bicycle,0,30,ILSVRC2015_train_00010009
bicycle,move_beneath,person,30,60,ILSVRC2015_train_00010009
person,sit_above,bicycle,30,60,ILSVRC2015_train_00010009
person,ride,bicycle,30,60,ILSVRC2015_train_00010009
bicycle,move_right,bicycle,0,30,ILSVRC2015_train_00010010
bicycle,move_front,bicycle,0,30,ILSVRC2015_train_00010010
bicycle,move_behind,bicycle,0,30,ILSVRC2015_train_00010010
bicycle,move_left,bicycle,0,30,ILSVRC2015_train_00010010
bicycle,move_beneath,person,0,30,ILSVRC2015_train_00010010
person,sit_above,bicycle,0,30,ILSVRC2015_train_00010010
person,ride,bicycle,0,30,ILSVRC2015_train_00010010
bicycle,move_right,person,0,30,ILSVRC2015_train_00010010
bicycle,move_front,person,0,30,ILSVRC2015_train_00010010
person,behind,bicycle,0,30,ILSVRC2015_train_00010010
person,left,bicycle,0,30,ILSVRC2015_train_00010010
bicycle,move_behind,person,0,30,ILSVRC2015_train_00010010
bicycle,move_left,person,0,30,ILSVRC2015_train_00010010
person,right,bicycle,0,30,ILSVRC2015_train_00010010
person,front,bicycle,0,30,ILSVRC2015_train_00010010
bicycle,move_beneath,person,0,30,ILSVRC2015_train_00010010
person,sit_above,bicycle,0,30,ILSVRC2015_train_00010010
person,ride,bicycle,0,30,ILSVRC2015_train_00010010
person,right,person,0,30,ILSVRC2015_train_00010010
person,front,person,0,30,ILSVRC2015_train_00010010
person,behind,person,0,30,ILSVRC2015_train_00010010
person,left,person,0,30,ILSVRC2015_train_00010010
person,follow,person,0,30,ILSVRC2015_train_00010010
bicycle,move_right,bicycle,30,60,ILSVRC2015_train_00010010
bicycle,move_left,bicycle,30,60,ILSVRC2015_train_00010010
bicycle,move_beneath,person,30,60,ILSVRC2015_train_00010010
person,sit_above,bicycle,30,60,ILSVRC2015_train_00010010
person,ride,bicycle,30,60,ILSVRC2015_train_00010010
bicycle,move_right,person,30,60,ILSVRC2015_train_00010010
person,left,bicycle,30,60,ILSVRC2015_train_00010010
bicycle,move_left,person,30,60,ILSVRC2015_train_00010010
person,right,bicycle,30,60,ILSVRC2015_train_00010010
bicycle,move_beneath,person,30,60,ILSVRC2015_train_00010010
person,sit_above,bicycle,30,60,ILSVRC2015_train_00010010
person,ride,bicycle,30,60,ILSVRC2015_train_00010010
person,right,person,30,60,ILSVRC2015_train_00010010
person,left,person,30,60,ILSVRC2015_train_00010010
person,follow,person,30,60,ILSVRC2015_train_00010010
bicycle,move_right,bicycle,60,90,ILSVRC2015_train_00010010
bicycle,move_behind,bicycle,60,90,ILSVRC2015_train_00010010
bicycle,move_front,bicycle,60,90,ILSVRC2015_train_00010010
bicycle,move_left,bicycle,60,90,ILSVRC2015_train_00010010
bicycle,move_beneath,person,60,90,ILSVRC2015_train_00010010
person,sit_above,bicycle,60,90,ILSVRC2015_train_00010010
person,ride,bicycle,60,90,ILSVRC2015_train_00010010
bicycle,move_right,person,60,90,ILSVRC2015_train_00010010
bicycle,move_behind,person,60,90,ILSVRC2015_train_00010010
person,front,bicycle,60,90,ILSVRC2015_train_00010010
person,left,bicycle,60,90,ILSVRC2015_train_00010010
bicycle,move_front,person,60,90,ILSVRC2015_train_00010010
bicycle,move_left,person,60,90,ILSVRC2015_train_00010010
person,right,bicycle,60,90,ILSVRC2015_train_00010010
person,behind,bicycle,60,90,ILSVRC2015_train_00010010
bicycle,move_beneath,person,60,90,ILSVRC2015_train_00010010
person,sit_above,bicycle,60,90,ILSVRC2015_train_00010010
person,ride,bicycle,60,90,ILSVRC2015_train_00010010
person,right,person,60,90,ILSVRC2015_train_00010010
person,behind,person,60,90,ILSVRC2015_train_00010010
person,front,person,60,90,ILSVRC2015_train_00010010
person,left,person,60,90,ILSVRC2015_train_00010010
person,follow,person,60,90,ILSVRC2015_train_00010010
bicycle,move_beneath,person,0,30,ILSVRC2015_train_00010012
person,sit_above,bicycle,0,30,ILSVRC2015_train_00010012
person,ride,bicycle,0,30,ILSVRC2015_train_00010012
bicycle,move_beneath,person,15,45,ILSVRC2015_train_00010012
person,sit_above,bicycle,15,45,ILSVRC2015_train_00010012
person,ride,bicycle,15,45,ILSVRC2015_train_00010012
bicycle,move_beneath,person,30,60,ILSVRC2015_train_00010012
person,sit_above,bicycle,30,60,ILSVRC2015_train_00010012
person,ride,bicycle,30,60,ILSVRC2015_train_00010012
bicycle,move_beneath,person,45,75,ILSVRC2015_train_00010012
person,sit_above,bicycle,45,75,ILSVRC2015_train_00010012
person,ride,bicycle,45,75,ILSVRC2015_train_00010012
bicycle,move_beneath,person,0,30,ILSVRC2015_train_00010024
person,stand_above,bicycle,0,30,ILSVRC2015_train_00010024
person,ride,bicycle,0,30,ILSVRC2015_train_00010024
bicycle,move_beneath,person,15,45,ILSVRC2015_train_00010024
person,stand_above,bicycle,15,45,ILSVRC2015_train_00010024
person,ride,bicycle,15,45,ILSVRC2015_train_00010024
bicycle,move_beneath,person,30,60,ILSVRC2015_train_00010024
person,stand_above,bicycle,30,60,ILSVRC2015_train_00010024
person,ride,bicycle,30,60,ILSVRC2015_train_00010024
bicycle,move_beneath,person,0,30,ILSVRC2015_train_00010026
person,sit_above,bicycle,0,30,ILSVRC2015_train_00010026
person,ride,bicycle,0,30,ILSVRC2015_train_00010026
bicycle,move_front,person,0,30,ILSVRC2015_train_00010026
bicycle,move_left,person,0,30,ILSVRC2015_train_00010026
person,stand_behind,bicycle,0,30,ILSVRC2015_train_00010026
person,stand_right,bicycle,0,30,ILSVRC2015_train_00010026
person,front,person,0,30,ILSVRC2015_train_00010026
person,left,person,0,30,ILSVRC2015_train_00010026
person,stand_behind,person,0,30,ILSVRC2015_train_00010026
person,stand_right,person,0,30,ILSVRC2015_train_00010026
bicycle,move_beneath,person,90,120,ILSVRC2015_train_00010026
person,sit_above,bicycle,90,120,ILSVRC2015_train_00010026
person,ride,bicycle,90,120,ILSVRC2015_train_00010026
bicycle,move_right,person,90,120,ILSVRC2015_train_00010026
bicycle,move_front,person,90,120,ILSVRC2015_train_00010026
bicycle,move_toward,person,90,120,ILSVRC2015_train_00010026
person,stand_behind,bicycle,90,120,ILSVRC2015_train_00010026
person,stand_left,bicycle,90,120,ILSVRC2015_train_00010026
person,right,person,90,120,ILSVRC2015_train_00010026
person,front,person,90,120,ILSVRC2015_train_00010026
person,toward,person,90,120,ILSVRC2015_train_00010026
person,stand_behind,person,90,120,ILSVRC2015_train_00010026
person,stand_left,person,90,120,ILSVRC2015_train_00010026
bicycle,move_front,person,120,150,ILSVRC2015_train_00010026
person,behind,bicycle,120,150,ILSVRC2015_train_00010026
bicycle,move_front,person,120,150,ILSVRC2015_train_00010026
person,stand_behind,bicycle,120,150,ILSVRC2015_train_00010026
bicycle,move_beneath,person,120,150,ILSVRC2015_train_00010026
person,sit_above,bicycle,120,150,ILSVRC2015_train_00010026
person,ride,bicycle,120,150,ILSVRC2015_train_00010026
person,right,person,120,150,ILSVRC2015_train_00010026
person,front,person,120,150,ILSVRC2015_train_00010026
person,toward,person,120,150,ILSVRC2015_train_00010026
person,stand_behind,person,120,150,ILSVRC2015_train_00010026
person,stand_left,person,120,150,ILSVRC2015_train_00010026
person,right,person,120,150,ILSVRC2015_train_00010026
person,behind,person,120,150,ILSVRC2015_train_00010026
person,front,person,120,150,ILSVRC2015_train_00010026
person,left,person,120,150,ILSVRC2015_train_00010026
person,stand_behind,person,120,150,ILSVRC2015_train_00010026
person,front,person,120,150,ILSVRC2015_train_00010026
bicycle,move_behind,bicycle,165,195,ILSVRC2015_train_00010026
bicycle,move_left,bicycle,165,195,ILSVRC2015_train_00010026
bicycle,move_front,bicycle,165,195,ILSVRC2015_train_00010026
bicycle,move_right,bicycle,165,195,ILSVRC2015_train_00010026
bicycle,move_beneath,person,165,195,ILSVRC2015_train_00010026
person,sit_above,bicycle,165,195,ILSVRC2015_train_00010026
person,ride,bicycle,165,195,ILSVRC2015_train_00010026
bicycle,move_right,person,165,195,ILSVRC2015_train_00010026
bicycle,move_next_to,person,165,195,ILSVRC2015_train_00010026
bicycle,move_past,person,165,195,ILSVRC2015_train_00010026
person,stand_next_to,bicycle,165,195,ILSVRC2015_train_00010026
person,stand_left,bicycle,165,195,ILSVRC2015_train_00010026
bicycle,move_behind,person,165,195,ILSVRC2015_train_00010026
bicycle,move_left,person,165,195,ILSVRC2015_train_00010026
person,front,bicycle,165,195,ILSVRC2015_train_00010026
person,right,bicycle,165,195,ILSVRC2015_train_00010026
bicycle,move_right,person,165,195,ILSVRC2015_train_00010026
bicycle,move_front,person,165,195,ILSVRC2015_train_00010026
person,behind,bicycle,165,195,ILSVRC2015_train_00010026
person,left,bicycle,165,195,ILSVRC2015_train_00010026
bicycle,move_right,person,165,195,ILSVRC2015_train_00010026
bicycle,move_front,person,165,195,ILSVRC2015_train_00010026
bicycle,move_toward,person,165,195,ILSVRC2015_train_00010026
person,stand_behind,bicycle,165,195,ILSVRC2015_train_00010026
person,stand_left,bicycle,165,195,ILSVRC2015_train_00010026
bicycle,move_beneath,person,165,195,ILSVRC2015_train_00010026
person,sit_above,bicycle,165,195,ILSVRC2015_train_00010026
person,ride,bicycle,165,195,ILSVRC2015_train_00010026
person,right,person,165,195,ILSVRC2015_train_00010026
person,past,person,165,195,ILSVRC2015_train_00010026
person,stand_left,person,165,195,ILSVRC2015_train_00010026
person,behind,person,165,195,ILSVRC2015_train_00010026
person,left,person,165,195,ILSVRC2015_train_00010026
person,front,person,165,195,ILSVRC2015_train_00010026
person,right,person,165,195,ILSVRC2015_train_00010026
person,follow,person,165,195,ILSVRC2015_train_00010026
person,behind,person,165,195,ILSVRC2015_train_00010026
person,toward,person,165,195,ILSVRC2015_train_00010026
person,left,person,165,195,ILSVRC2015_train_00010026
person,stand_front,person,165,195,ILSVRC2015_train_00010026
person,stand_right,person,165,195,ILSVRC2015_train_00010026
bicycle,move_beneath,person,0,30,ILSVRC2015_train_00010027
person,stand_above,bicycle,0,30,ILSVRC2015_train_00010027
person,ride,bicycle,0,30,ILSVRC2015_train_00010027
bicycle,move_front,person,0,30,ILSVRC2015_train_00010027
bicycle,move_away,person,0,30,ILSVRC2015_train_00010027
bicycle,move_left,person,0,30,ILSVRC2015_train_00010027
person,stand_behind,bicycle,0,30,ILSVRC2015_train_00010027
person,stand_right,bicycle,0,30,ILSVRC2015_train_00010027
bicycle,move_front,person,0,30,ILSVRC2015_train_00010027
bicycle,move_away,person,0,30,ILSVRC2015_train_00010027
bicycle,move_left,person,0,30,ILSVRC2015_train_00010027
person,behind,bicycle,0,30,ILSVRC2015_train_00010027
person,right,bicycle,0,30,ILSVRC2015_train_00010027
bicycle,move_front,person,0,30,ILSVRC2015_train_00010027
bicycle,move_away,person,0,30,ILSVRC2015_train_00010027
bicycle,move_left,person,0,30,ILSVRC2015_train_00010027
person,behind,bicycle,0,30,ILSVRC2015_train_00010027
person,right,bicycle,0,30,ILSVRC2015_train_00010027
person,front,person,0,30,ILSVRC2015_train_00010027
person,away,person,0,30,ILSVRC2015_train_00010027
person,left,person,0,30,ILSVRC2015_train_00010027
person,stand_behind,person,0,30,ILSVRC2015_train_00010027
person,stand_right,person,0,30,ILSVRC2015_train_00010027
person,front,person,0,30,ILSVRC2015_train_00010027
person,away,person,0,30,ILSVRC2015_train_00010027
person,left,person,0,30,ILSVRC2015_train_00010027
person,behind,person,0,30,ILSVRC2015_train_00010027
person,right,person,0,30,ILSVRC2015_train_00010027
person,chase,person,0,30,ILSVRC2015_train_00010027
person,front,person,0,30,ILSVRC2015_train_00010027
person,away,person,0,30,ILSVRC2015_train_00010027
person,left,person,0,30,ILSVRC2015_train_00010027
person,behind,person,0,30,ILSVRC2015_train_00010027
person,right,person,0,30,ILSVRC2015_train_00010027
person,chase,person,0,30,ILSVRC2015_train_00010027
person,stand_right,person,0,30,ILSVRC2015_train_00010027
person,stand_front,person,0,30,ILSVRC2015_train_00010027
person,watch,person,0,30,ILSVRC2015_train_00010027
person,behind,person,0,30,ILSVRC2015_train_00010027
person,left,person,0,30,ILSVRC2015_train_00010027
person,stand_front,person,0,30,ILSVRC2015_train_00010027
person,watch,person,0,30,ILSVRC2015_train_00010027
person,behind,person,0,30,ILSVRC2015_train_00010027
person,left,person,0,30,ILSVRC2015_train_00010027
person,right,person,0,30,ILSVRC2015_train_00010027
person,follow,person,0,30,ILSVRC2015_train_00010027
bicycle,move_right,bicycle,105,135,ILSVRC2015_train_00010027
bicycle,move_behind,bicycle,105,135,ILSVRC2015_train_00010027
bicycle,move_front,bicycle,105,135,ILSVRC2015_train_00010027
bicycle,move_left,bicycle,105,135,ILSVRC2015_train_00010027
bicycle,move_past,person,105,135,ILSVRC2015_train_00010027
bicycle,move_left,person,105,135,ILSVRC2015_train_00010027
person,stand_right,bicycle,105,135,ILSVRC2015_train_00010027
bicycle,move_beneath,person,105,135,ILSVRC2015_train_00010027
person,sit_above,bicycle,105,135,ILSVRC2015_train_00010027
person,ride,bicycle,105,135,ILSVRC2015_train_00010027
bicycle,move_front,person,105,135,ILSVRC2015_train_00010027
person,behind,bicycle,105,135,ILSVRC2015_train_00010027
bicycle,move_right,person,105,135,ILSVRC2015_train_00010027
bicycle,move_behind,person,105,135,ILSVRC2015_train_00010027
person,front,bicycle,105,135,ILSVRC2015_train_00010027
person,left,bicycle,105,135,ILSVRC2015_train_00010027
bicycle,move_front,person,105,135,ILSVRC2015_train_00010027
bicycle,move_away,person,105,135,ILSVRC2015_train_00010027
bicycle,move_left,person,105,135,ILSVRC2015_train_00010027
person,stand_behind,bicycle,105,135,ILSVRC2015_train_00010027
person,stand_right,bicycle,105,135,ILSVRC2015_train_00010027
bicycle,move_front,person,105,135,ILSVRC2015_train_00010027
bicycle,move_left,person,105,135,ILSVRC2015_train_00010027
person,behind,bicycle,105,135,ILSVRC2015_train_00010027
person,right,bicycle,105,135,ILSVRC2015_train_00010027
bicycle,move_front,person,105,135,ILSVRC2015_train_00010027
bicycle,move_left,person,105,135,ILSVRC2015_train_00010027
person,behind,bicycle,105,135,ILSVRC2015_train_00010027
person,right,bicycle,105,135,ILSVRC2015_train_00010027
bicycle,move_beneath,person,105,135,ILSVRC2015_train_00010027
person,sit_above,bicycle,105,135,ILSVRC2015_train_00010027
person,ride,bicycle,105,135,ILSVRC2015_train_00010027
person,stand_right,person,105,135,ILSVRC2015_train_00010027
person,past,person,105,135,ILSVRC2015_train_00010027
person,left,person,105,135,ILSVRC2015_train_00010027
person,stand_right,person,105,135,ILSVRC2015_train_00010027
person,stand_front,person,105,135,ILSVRC2015_train_00010027
person,watch,person,105,135,ILSVRC2015_train_00010027
person,toward,person,105,135,ILSVRC2015_train_00010027
person,behind,person,105,135,ILSVRC2015_train_00010027
person,left,person,105,135,ILSVRC2015_train_00010027
person,stand_right,person,105,135,ILSVRC2015_train_00010027
person,stand_behind,person,105,135,ILSVRC2015_train_00010027
person,away,person,105,135,ILSVRC2015_train_00010027
person,front,person,105,135,ILSVRC2015_train_00010027
person,left,person,105,135,ILSVRC2015_train_00010027
person,front,person,105,135,ILSVRC2015_train_00010027
person,behind,person,105,135,ILSVRC2015_train_00010027
person,chase,person,105,135,ILSVRC2015_train_00010027
person,right,person,105,135,ILSVRC2015_train_00010027
person,behind,person,105,135,ILSVRC2015_train_00010027
person,chase,person,105,135,ILSVRC2015_train_00010027
person,front,person,105,135,ILSVRC2015_train_00010027
person,left,person,105,135,ILSVRC2015_train_00010027
person,right,person,105,135,ILSVRC2015_train_00010027
person,behind,person,105,135,ILSVRC2015_train_00010027
person,chase,person,105,135,ILSVRC2015_train_00010027
person,front,person,105,135,ILSVRC2015_train_00010027
person,left,person,105,135,ILSVRC2015_train_00010027
bicycle,move_front,bicycle,180,210,ILSVRC2015_train_00010027
bicycle,move_left,bicycle,180,210,ILSVRC2015_train_00010027
bicycle,move_behind,bicycle,180,210,ILSVRC2015_train_00010027
bicycle,move_right,bicycle,180,210,ILSVRC2015_train_00010027
bicycle,move_front,person,180,210,ILSVRC2015_train_00010027
bicycle,move_away,person,180,210,ILSVRC2015_train_00010027
bicycle,move_left,person,180,210,ILSVRC2015_train_00010027
person,stand_behind,bicycle,180,210,ILSVRC2015_train_00010027
person,stand_right,bicycle,180,210,ILSVRC2015_train_00010027
bicycle,move_beneath,person,180,210,ILSVRC2015_train_00010027
person,sit_above,bicycle,180,210,ILSVRC2015_train_00010027
person,ride,bicycle,180,210,ILSVRC2015_train_00010027
bicycle,move_front,person,180,210,ILSVRC2015_train_00010027
bicycle,move_left,person,180,210,ILSVRC2015_train_00010027
person,behind,bicycle,180,210,ILSVRC2015_train_00010027
person,right,bicycle,180,210,ILSVRC2015_train_00010027
bicycle,move_past,person,180,210,ILSVRC2015_train_00010027
bicycle,move_behind,person,180,210,ILSVRC2015_train_00010027
